CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,SCORE,GRADE
41486693,KENNEDY CHICKEN & GYROS,MANHATTAN,158,NAGLE AVENUE,10040,2129425434,Chicken,10.0,A
41486944,GLENDALE SPORT CLUB,QUEENS,7403,MYRTLE AVENUE,11385,9174050389,Café/Coffee/Tea,10.0,A
41486945,REGINA'S CAFE & PIZZERIA,QUEENS,17649,UNION TURNPIKE,11366,7185915727,Pizza/Italian,10.0,A
41486961,PINK LOTUS GOURMET,BROOKLYN,229       ,5 AVENUE                                          ,11215,7183992899,Vietnamese/Cambodian/Malaysia,12.0,A
41486990,ATOMIC WINGS,MANHATTAN,1140,2 AVENUE,10065,2128885777,Chicken,3.0,A
41486993,BLACK MOUNTAIN,BROOKLYN,415,UNION STREET,11231,7185224340,American ,7.0,A
41487057,THE BURGER GARAGE,QUEENS,2536,JACKSON AVENUE,11101,7183920424,Hamburgers,8.0,A
41487235,DAVID'S BRISKET HOUSE,BROOKLYN,533,NOSTRAND AVENUE,11216,7187891155,American ,12.0,A
41487239,HOLIDAY INN EXPRESS,QUEENS,5940,55 ROAD,11378,7184162500,American ,7.0,A
41487277,AUGURS WELL,MANHATTAN,115,ST MARKS PLACE,10009,7182497645,American ,10.0,A
41487528,GINOS PIZZERIA,BROOKLYN,585,MYRTLE AVENUE,11205,7186381545,Pizza/Italian,3.0,A
41487560,DELICIOUS INC. CHINESE RESTAURANT,MANHATTAN,1974      ,2 AVENUE                                          ,10029,2129966931,Chinese,13.0,A
41487602,BOB'S DISCOUNT FURNITURE CAFE,MANHATTAN,517       ,EAST  117 STREET                                  ,10035,6464006180,Café/Coffee/Tea,12.0,A
41487738,MEXICAN RESTAURANT,MANHATTAN,1779,LEXINGTON AVENUE,10029,2124274440,Mexican,13.0,A
41487847,TASTE OF ITALY PIZZERIA,QUEENS,2916,CRESCENT STREET,11102,7182045427,Pizza,11.0,A
41488055,GUACUCO,BROOKLYN,44        ,IRVING AVENUE                                     ,11237,3473053300,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.0,A
41488065,BOCA CHICA QUEENS,QUEENS,9620,37 AVENUE,11368,3472422226,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.0,A
41488163,RICO CHIMI,QUEENS,8001,ATLANTIC AVENUE,11421,3476459725,Spanish,13.0,A
41488326,NEW BOE SUN RESTAURANT,BRONX,762,ALLERTON AVENUE,10467,7186549900,Chinese,11.0,A
41488338,388 CAFE & DELI,MANHATTAN,1-3,ELDRIDGE STREET,10002,2122191318,Chinese,10.0,A
41488373,CRAWFORDS,BROOKLYN,19421944,CONEY ISLAND AVENUE,11223,7189987002,Russian,12.0,A
41488442,CHARACTERS NYC BAR & GRILL,MANHATTAN,243       ,WEST   54 STREET                                  ,10019,2124598904,Irish,11.0,A
41488530,HANG LEE RESTAURANT,MANHATTAN,666       ,WEST  204 STREET                                  ,10034,2129420927,Chinese,12.0,A
41488532,THE COMMODORE,BROOKLYN,366,METROPOLITAN AVENUE,11211,7182187632,American ,9.0,A
41488616,LIN'S GOURMET,MANHATTAN,1097      ,2 AVENUE                                          ,10022,2127525586,Chinese,13.0,A
41488662,PONTE EN FORMA,BRONX,2168      ,ELLIS AVENUE                                                                                        ,10462,6462347364,American ,9.0,A
41488716,CENTRO VIVA FELIZ,BRONX,780       ,LYDIG AVENUE                                      ,10462,6464013267,"Juice, Smoothies, Fruit Salads",10.0,A
41488795,BRISAS DEL MAR SEAFOOD MARKET,MANHATTAN,17851787,LEXINGTON AVENUE,10029,2122891780,Seafood,12.0,A
41488846,INTERCONTINENTAL NEW YORK TIMES SQUARE/TODD ENGLISH CAVA,MANHATTAN,306,WEST   44 STREET,10036,2128034563,French,13.0,A
41488981,PICCOLA STRADA RESTAURANT,MANHATTAN,77,EAST    4 STREET,10003,2126741557,Italian,2.0,A
41489026,HOM,BROOKLYN,8806,3 AVENUE,11209,7182384466,American ,8.0,A
41489197,BRANDED SALOON,BROOKLYN,603       ,VANDERBILT AVENUE                                 ,11238,7184848704,American ,11.0,A
41489207,CAFE MARTIN,BROOKLYN,355,5 AVENUE,11215,3472616836,Café/Coffee/Tea,12.0,A
41489230,GRAND CENTRAL STAR CAFE,MANHATTAN,463,LEXINGTON AVENUE,10017,2128678383,American ,12.0,A
41489414,OLEA,BROOKLYN,171,LAFAYETTE AVENUE,11238,7186437003,Mediterranean,9.0,A
41489490,CHUNG KI WA RESTAURANT,QUEENS,4006,74 STREET,11373,7184780925,Korean,12.0,A
41489741,FLYNNS GARDEN INN,QUEENS,4608,SKILLMAN AVENUE,11104,7183922715,Irish,7.0,A
41489751,HUDSON CLEARWATER,MANHATTAN,447,HUDSON STREET,10014,2129893255,French,11.0,A
41489783,DALTON SEA SIDE GRILL,QUEENS,10802,ROCKAWAY BEACH BOULEVARD,11694,7186344384,Seafood,11.0,A
41489786,LAO BEI FANG DUMPLING & HAND-DRAWN NOODLE HOUSE,QUEENS,8305,BROADWAY,11373,7186393996,Chinese,13.0,A
41489806,MASALA TIMES,MANHATTAN,194,BLEECKER STREET,10012,2129955100,Indian,12.0,A
41490112,VICKI'S RESTAURANT  and  BAKERY,QUEENS,10216,43 AVENUE,11368,3474694600,Spanish,5.0,A
41490195,CORNER CAFE,MANHATTAN,2518 ,BROADWAY,10025,2122801900,Café/Coffee/Tea,12.0,A
41490270,BROADWAY THAI @TOM & TOON,MANHATTAN,245,WEST   51 STREET,10019,2122264565,Thai,12.0,A
41490282,LE PARISIEN,MANHATTAN,163,EAST   33 STREET,10016,2128895489,French,13.0,A
41490506,PACIFIC KITCHEN,STATEN ISLAND,4255      ,AMBOY ROAD                                        ,10308,7189486888,Chinese,12.0,A
41490544,BAR PITTI,MANHATTAN,268,6 AVENUE,10014,2129823300,Italian,11.0,A
41490788,MIDWAY BAR,BROOKLYN,272,GRAND STREET,11211,7185991969,American ,11.0,A
41491173,EVE ULTRA LOUNGE,STATEN ISLAND,2354,ARTHUR KILL ROAD,10309,7186051000,American ,11.0,A
41491217,RIVIERA RISTORANTE,QUEENS,1712,UTOPIA PARKWAY,11357,7183522225,Italian,13.0,A
41491272,AZUL TEQUILA MEXICAN RESTAURANT,BRONX,783       ,LYDING AVE                                        ,10462,7182390711,Mexican,8.0,A
41491314,MARIA COFFEE SHOP & RESTAURANT,BROOKLYN,1185,ROCKAWAY AVENUE,11236,7182726373,Café/Coffee/Tea,9.0,A
41491524,LADY JAY'S,BROOKLYN,633,GRAND STREET,11211,7183871029,"Bottled beverages, including water, sodas, juices, etc.",7.0,A
41491686,JOSE FISH MARKET,QUEENS,8104,ROOSEVELT AVENUE,11372,6465300230,Seafood,2.0,A
41491816,DRAGON YUAN,BRONX,526       ,MORRIS AVENUE                                                                                       ,10451,7189938898,Chinese,5.0,A
41491905,HILL COUNTRY CHICKEN,MANHATTAN,1123,BROADWAY,10010,2122576446,Chicken,7.0,A
41491940,MALAPARTE,MANHATTAN,753       ,WASHINGTON STREET                                 ,10014,2122552122,Italian,13.0,A
41491955,WEST SIDE STEAKHOUSE,MANHATTAN,597,10 AVENUE,10036,2125644803,Steak,11.0,A
41492028,KING ROYAL FRIED CHICKEN,BROOKLYN,590       ,5 AVENUE                                          ,11215,7189650893,Chicken,7.0,A
41492088,LAS BANDERAS RESTAURANT,BROOKLYN,1641      ,MCDONALD AVENUE                                   ,11230,7183742364,Mexican,13.0,A
41492178,SIK GAEK,QUEENS,4911,ROOSEVELT AVENUE,11377,7182054555,Korean,11.0,A
41492331,SANDRO'S LATIN FOOD RESTAURANT,QUEENS,2703,23 AVENUE,11105,7186062323,Spanish,10.0,A
41492556,THE BURGER BISTRO,BROOKLYN,7217 ,3 AVENUE,11209,7188335833,Hamburgers,10.0,A
41492583,NEW WAH ON,BROOKLYN,986,SUTTER AVENUE,11208,7183481330,Chinese,7.0,A
41492592,SOHO CAFE & GRILL,BROOKLYN,215,CHURCH AVENUE,11218,7184368800,American ,9.0,A
41492598,SUPER BOWL CHINESE RESTAURANT,QUEENS,5963,55 ROAD,11378,7188941234,Chinese,12.0,A
41492962,TASTE OF TOKYO,MANHATTAN,6062,BEAVER STREET,10004,2128094711,Japanese,9.0,A
41493180,ARTICHOKE BASILLE'S PIZZA & BAR,MANHATTAN,457       ,WEST   17 STREET                                  ,10011,2127929200,Pizza/Italian,12.0,A
41493226,SKY ROOM,MANHATTAN,330,WEST   40 STREET,10018,2123801195,American ,10.0,A
41493340,TOKYO HOUSE JAPANESE RESTAURANT,BRONX,5648,RIVERDALE AVENUE,10471,7186016877,Japanese,8.0,A
41493707,SUSHI CHOSI,MANHATTAN,77        ,IRVING PLACE                                      ,10003,2124201419,Japanese,9.0,A
41493727,MID CHINA,BROOKLYN,9409      ,5 AVENUE                                          ,11209,7188338900,Chinese,11.0,A
41493787,ORIENT EXPRESS,MANHATTAN,325,WEST   11 STREET,10014,2126918845,Turkish,12.0,A
41493832,BONCHON ,MANHATTAN,207       ,WEST   38 STREET                                  ,10018,2122213339,Chicken,9.0,A
41493867,BRUCIE,BROOKLYN,234,COURT STREET,11201,3479874961,Italian,13.0,A
41494135,LE PAIN QUOTiDIEN,MANHATTAN,2,WEST   69 STREET,10023,6462333768,Sandwiches,4.0,A
41494201,GUAYACAN BAR & LOUNGE,QUEENS,18417,JAMAICA AVENUE,11423,3474238384,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0,A
41494286,BANH MI SAIGON BAKERY,MANHATTAN,198,GRAND STREET,10013,2129411541,Vietnamese/Cambodian/Malaysia,7.0,A
41494299,ASTORIA BOWL,QUEENS,1945,49 STREET,11105,7182741910,American ,5.0,A
41494322,NIGHTINGALE9,BROOKLYN,329,SMITH STREET,11231,7184220444,Vietnamese/Cambodian/Malaysia,13.0,A
41494383,LEMON LIFE,MANHATTAN,255       ,EAST  110 STREET                                  ,10029,2123692886,Japanese,9.0,A
41494987,BROOKLYN FARMACY AND SODA FOUNTAIN,BROOKLYN,513,HENRY STREET,11231,7185226260,American ,7.0,A
41495061,DE JA VU,QUEENS,3322,28 AVENUE,11103,7182678212,American ,10.0,A
41495091,JOHANA RESTAURANT,BROOKLYN,1386      ,DEKALB AVENUE                                     ,11221,7185738724,Spanish,13.0,A
41495114,THE NARROWS,BROOKLYN,1037,FLUSHING AVENUE,11237,9176588941,American ,10.0,A
41495273,LUCKY NO.1 CHINESE RESTAURANT,QUEENS,17937,HILLSIDE AVENUE,11432,7185230513,Chinese,10.0,A
41495380,BEER & BUNS / ST GILES HOTEL - THE COURT,MANHATTAN,130       ,EAST   39 STREET                                  ,10016,2125928888,American ,12.0,A
41495455,DUCK VILLAGE CHINESE RESTAURANT,QUEENS,22132     ,HORACE HARDING_EXPRESSWAY                         ,11364,7184285959,Korean,12.0,A
41495495,DUNKIN' DONUTS/ BASKIN ROBBINS,BROOKLYN,2630      ,86 STREET                                         ,11223,7183723824,Donuts,5.0,A
41495616,BROOKLYN BRIDGE GARDEN BAR,BROOKLYN,NKA,BROOKLYN BRIDGE PARK,11201,9176221653,American ,10.0,A
41495669,RED MANGO,QUEENS,3058,STEINWAY STREET,11103,3477384197,"Juice, Smoothies, Fruit Salads",3.0,A
41495778,ORIGINAL MAMA'S EMPANADAS,QUEENS,7617,ROOSEVELT AVENUE,11372,7188998529,Spanish,12.0,A
41495817,NEW CHINA GARDEN,BRONX,724       ,NEREID AVENUE                                     ,10466,7183246666,Chinese,6.0,A
41495839,ANTHI'S GREEK FOOD,MANHATTAN,614A      ,AMSTERDAM AVENUE                                  ,10024,2127871007,Greek,10.0,A
41495887,REVIVE (NORTH CONCOURSE) GATE 25,QUEENS,0,JFK INT'L AIRPORT,11430,7186566210,American ,5.0,A
41495911,ARIA,MANHATTAN,117       ,PERRY STREET                                      ,10014,2122424233,Italian,5.0,A
41495962,LIC MARKET,QUEENS,2152,44 DRIVE,11101,7183610013,Café/Coffee/Tea,2.0,A
41496204,ALITALIA PIZZA RESTAURANT,BRONX,1138      ,EAST TREMONT AVENUE                               ,10460,7185975250,Pizza,10.0,A
41496250,CHINA PEKING HOUSE,BRONX,4382,WHITE PLAINS ROAD,10466,7188818666,Chinese,7.0,A
41496435,PAPAYA KING,MANHATTAN,179,EAST   86 STREET,10028,2123690648,Hotdogs,13.0,A
41496506,WHITMAN'S,MANHATTAN,406,EAST    9 STREET,10009,2122288011,American ,11.0,A
41496664,CLINTON PARK CAFE,BROOKLYN,274,HALL STREET,11205,7186220185,Café/Coffee/Tea,12.0,A
41497079,WEN GEE HOUSE,BROOKLYN,287,VAN BRUNT STREET,11231,7185227246,Chinese,10.0,A
41497089,EL NUEVO TAINO,MANHATTAN,2228,AMSTERDAM AVENUE,10032,2125439635,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.0,A
41497122,XI'AN FAMOUS FOODS,MANHATTAN,81,ST MARKS PLACE,10003,2127862068,Chinese,7.0,A
41497254,D NAPOLI PIZZA,MANHATTAN,906,3 AVENUE,10022,2122073848,Pizza,11.0,A
41497301,CAFE GLECHIK OF SHEEPSHEAD BAY,BROOKLYN,1655,SHEEPSHEAD BAY ROAD,11235,7183322414,Russian,2.0,A
41497403,BASICS CAFETERIA,BRONX,1064,FRANKLIN AVENUE,10456,7188615650,American ,12.0,A
41497405,COTTA BENE,BROOKLYN,291,3 AVENUE,11215,7187227200,Italian,13.0,A
41497410,SALAAM BOMBAY,MANHATTAN,319,GREENWICH STREET,10013,2122269400,Indian,13.0,A
41497493,EDDY'S EATS,MANHATTAN,379,PARK AVENUE SOUTH,10016,2126854901,American ,7.0,A
41497696,STRONG PLACE,BROOKLYN,270,COURT STREET,11231,7188552105,American ,7.0,A
41497741,GOLOSI,MANHATTAN,1304,2 AVENUE,10065,2127721169,Italian,10.0,A
41497832,INWOOD LOCAL WINE BAR & BEER GARDEN,MANHATTAN,4957,BROADWAY,10034,2125448900,American ,12.0,A
41497881,THE ONENESS FOUNTAIN HEART,QUEENS,15719,72 AVENUE,11367,7185913663,Vegetarian,13.0,A
41497885,DOTY'S RESTAURANT,QUEENS,9049,SPRINGFIELD BOULEVARD,11428,7184652777,Filipino,7.0,A
41497934,ISLAND BURGER,BROOKLYN,915,UTICA AVENUE,11203,7184952474,Hamburgers,10.0,A
41498159,HAND PULL NOODLE & DUMPLING HOUSE,BROOKLYN,7201      ,18 AVENUE                                         ,11204,7182326191,Chinese,3.0,A
41498197,MACARON CAFE,MANHATTAN,44,EAST   59 STREET,10022,2124862470,Café/Coffee/Tea,9.0,A
41498400,THE BEDFORD,BROOKLYN,110,BEDFORD AVENUE,11211,7183021002,American ,9.0,A
41498508,BERLYN,BROOKLYN,25,LAFAYETTE AVENUE,11217,7182225800,German,9.0,A
41498521,SUSHI ROXX,MANHATTAN,120       ,EAST   39 STREET                                  ,10016,2126851100,American ,12.0,A
41498611,MUSSELS & MORE,BROOKLYN,510,80 STREET,11209,7186803390,Seafood,12.0,A
41498672,LEE CHUNG CAFE,MANHATTAN,82,MADISON STREET,10002,2122335142,Chinese,5.0,A
41498777,TIFFANY'S KARIB BAKERY,QUEENS,23109,LINDEN BOULEVARD,11411,7182760372,Bakery,10.0,A
41498996,LIMA LIMON PERUVIAN CUISINE,QUEENS,9420,ROOSEVELT AVENUE,11372,7186515002,Peruvian,8.0,A
41499145,THE LAMBS CLUB,MANHATTAN,130,WEST 44 SREET,10036,2129975262,American ,7.0,A
41499151,THE LAMBS CLUB -- BANQUET KITCHEN,MANHATTAN,130,WEST   44 STREET,10036,2129975262,American ,7.0,A
41499185,BURGER & BARREL,MANHATTAN,25,WEST HOUSTON STREET,10012,2123347320,American ,11.0,A
41499313,YI HONG RESTAURANT,BROOKLYN,9103,AVENUE L,11236,7182416570,Chinese,12.0,A
41499490,BERGEN PIZZA,BROOKLYN,67,6 AVENUE,11217,7186364863,Pizza,12.0,A
41499599,LIA COFFEE SHOP AND DELI,BRONX,1176,GARRISON AVENUE,10474,3472696868,Spanish,13.0,A
41499963,SAPID INDIAN RESTAURANT,BROOKLYN,595       ,WASHINGTON AVENUE                                                                                   ,11238,7188578100,Indian,3.0,A
41499986,PUERTO MADERO STEAK HOUSE,QUEENS,15815,HORACE HARDING EXPRESSWAY,11365,7186614262,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8.0,A
41500477,NEWTOWN,BROOKLYN,55,WATERBURY STREET,11206,3479846215,Vegetarian,11.0,A
41500642,BOB BAR,MANHATTAN,235,ELDRIDGE STREET,10002,2125291807,American ,13.0,A
41500874,RAFINA GREEK CUISINE,MANHATTAN,630       ,1 AVENUE                                          ,10016,2125322234,Greek,9.0,A
41501035,STATION CAFE,BROOKLYN,224,FOURTH AVENUE,11215,7185222083,American ,10.0,A
41501088,SOUTH JAMAICA PORTUGUESE SPORTING CLUB,QUEENS,9523,SUTPHIN BOULEVARD,11435,7182973343,Portuguese,9.0,A
41501115,MILANO'S PIZZERIA,MANHATTAN,2255,2 AVENUE,10029,2129965141,Pizza,7.0,A
41501387,BLT BAR & GRILL,MANHATTAN,123,WASHINGTON STREET,10006,6468268666,American ,9.0,A
41501642,SCOOPS R US,MANHATTAN,1514,BROADWAY,10036,6463668800,"Ice Cream, Gelato, Yogurt, Ices",9.0,A
41501688,GENTLEMAN FARMER,MANHATTAN,40,RIVINGTON STREET,10002,2126772172,French,5.0,A
41501822,BLUE HAVEN,MANHATTAN,108,WEST HOUSTON STREET,10012,2125053400,American ,13.0,A
41502126,NO NAME BAR,BROOKLYN,597,MANHATTAN AVENUE,11222,9177719960,American ,8.0,A
41502332,EL NUEVO POLLO RESTAURANT,BRONX,651,MORRIS PARK AVENUE,10462,3478105304,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.0,A
41502489,ISAACS JAMAICAN CUISINE,BROOKLYN,1060,RUTLAND ROAD,11212,3473655036,Caribbean,9.0,A
41502559,NINTH WARD,MANHATTAN,180,2 AVENUE,10003,2129799273,American ,11.0,A
41502571,CHIFA RESTAURANT,QUEENS,7320,NORTHERN BOULEVARD,11372,7188980108,Peruvian,13.0,A
41502613,OAXACA,BROOKLYN,250,4 AVENUE,11215,7182221122,Mexican,9.0,A
41502639,STROKOS,MANHATTAN,1121,ST NICHOLAS AVENUE,10032,2129271171,Delicatessen,10.0,A
41502640,SMALL KITCHEN,QUEENS,4437,VERNON BOULEVARD,11101,7186066200,Sandwiches/Salads/Mixed Buffet,7.0,A
41502729,ASIAN CHEF,QUEENS,2904,172 STREET,11358,7183591313,Chinese,10.0,A
41502750,MICHAEL & PING'S MODERN CHINESE TAKE-OUT,BROOKLYN,437,3 AVENUE,11215,7187880017,Chinese,12.0,A
41502782,BLUE AGAVE,BROOKLYN,7215,3 AVENUE,11209,7184390808,Mexican,12.0,A
41502796,CURRY KITCHEN,MANHATTAN,40,WEST    8 STREET,10011,2129822900,Indian,9.0,A
41502955,TACOS EL REY,BROOKLYN,3168,CONEY ISLAND AVENUE,11235,7187690116,Mexican,9.0,A
41503082,STATLER GRILL,MANHATTAN,136,WEST 33rd STREET,10001,2127363353,American ,10.0,A
41503169,QQ STAR CHINESE FOOD,BROOKLYN,9212      ,4 AVENUE                                          ,11209,7188338078,Chinese,13.0,A
41503179,CHINA KING,QUEENS,17545,HILLSIDE AVENUE,11432,7185265400,Chinese,9.0,A
41503209,NYONYA,BROOKLYN,2322,86 STREET,11214,7182650888,Chinese,9.0,A
41503428,DUCALE RESTAURANT,QUEENS,1253,150 STREET,11357,7187674699,Italian,12.0,A
41503546,RAYMI,MANHATTAN,43,WEST   24 STREET,10010,2129291200,Peruvian,11.0,A
41503575,YUMMY THAI,MANHATTAN,4959      ,BROADWAY                                                                                            ,10034,9175290811,Thai,9.0,A
41503710,D'ANTIGUA RESTAURANT,QUEENS,8416,NORTHERN BOULEVARD,11372,7187790128,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8.0,A
41503714,MISS KOREA,MANHATTAN,10,WEST   32 STREET,10001,2125944963,Korean,6.0,A
41503983,BLUE FLAME CAFE,BROOKLYN,888,FOUNTAIN AVENUE,11208,7186426181,Caribbean,5.0,A
41504058,LUCKY STAR,BROOKLYN,6415      ,20 AVENUE                                         ,11204,7188370298,Chinese,9.0,A
41504066,RETRO FITNESS,STATEN ISLAND,2965,VETERANS ROAD WEST,10309,7182277300,American ,5.0,A
41504405,ECUA POLLOS DELI RESTAURANT,BROOKLYN,1262,MYRTLE AVENUE,11221,7185735276,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.0,A
41504429,DELI PLANT MILK STORE,QUEENS,5754,MASPETH AVENUE,11378,7183262036,Delicatessen,13.0,A
41504490,LA FLACA COFFEE SHOP RESTAURANT AND BAR,QUEENS,4217,102 STREET,11368,7184293941,Spanish,11.0,A
41504498,TASTE DELI AND GRILL,QUEENS,10702,101 AVENUE,11416,7183226540,Delicatessen,7.0,A
41504558,WONG GOOD HAND PULL NOODLE,BROOKLYN,5924      ,8 AVENUE                                          ,11220,7184927568,Chinese,4.0,A
41504624,THE ORIGINAL SOUPMAN,MANHATTAN,259,WEST   55 STREET,10019,2129560900,Soups,13.0,A
41504648,BLUE SKY,QUEENS,7843,SPRINGFIELD BOULEVARD,11364,7182175228,Chinese,12.0,A
41504651,CHEN WON DIM SUM & BAKERY,BROOKLYN,2480      ,86 STREET                                         ,11214,7182652888,Chinese,13.0,A
41504734,WAH MING HOUSE CHINESE RESTAURAN,BROOKLYN,3423      ,FULTON STREET                                     ,11208,7182350606,Chinese,9.0,A
41504766,LA NUEVA COCINA RESTAURANT,BRONX,12,EAST KINGSBRIDGE ROAD,10468,7185617067,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.0,A
41504873,JOSHUE DELI & JUICE BAR,BRONX,173,WEST BURNSIDE AVENUE,10453,7182990601,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7.0,A
41504915,THE FIFTH ESTATE,BROOKLYN,506,5 AVENUE,11215,7188400089,American ,13.0,A
41504919,SAMMY'S BEACH BAR & GRILL,QUEENS,1,JFK INTEL,11430,9178598149,American ,2.0,A
41504943,THEE SEVEN SISTER'S,BROOKLYN,245,RALPH AVENUE,11233,7184430739,American ,12.0,A
41505017,MORGAN STANLEY CONFERENCE CENTER,MANHATTAN,522,5 AVENUE,10036,2122966699,American ,7.0,A
41505035,BAGUETTEABOUDIT,BROOKLYN,270,VANDERBILT AVENUE,11205,7186228333,Sandwiches,2.0,A
41505165,WINE BAR & RISTORANTE,MANHATTAN,1742,2 AVENUE,10128,2124271010,Italian,10.0,A
41505290,ROMEO'S PIZZA,QUEENS,13424,CROSSBAY BOULEVARD,11417,7188453300,Pizza,6.0,A
41505301,SOCIETY BILLARDS AND BAR,MANHATTAN,10,EAST   21 STREET,10010,2124201000,American ,9.0,A
41505315,AZUL TEQUILA RESTAURANT,BROOKLYN,1429,MYRTLE AVENUE,11237,7184463803,Mexican,9.0,A
41505331,HOT SHOTZ SPORTS BAR I,STATEN ISLAND,6323,AMBOY ROAD,10309,7182270057,American ,3.0,A
41505345,KING WOK CHINESE RESTAURANT,BRONX,63,EAST KINGSBRIDGE ROAD,10468,7183296121,Chinese,11.0,A
41505347,WHITE CROSS FISHING CLUB BAR & GRILL,BRONX,750,CLARENCE AVENUE,10465,7185977347,American ,10.0,A
41505368,KING FOOD,MANHATTAN,489       ,AMSTERDAM AVENUE                                  ,10024,2127998467,Chinese,16.0,A
41505393,EQUINOX,MANHATTAN,2465,BROADWAY,10025,2127991111,American ,7.0,A
41505432,Bagel Bistro & Diner,STATEN ISLAND,1810      ,VICTORY BOULEVARD                                 ,10314,7187206919,American ,11.0,A
41505456,DAY BREAK CAFE RESTAURANT,QUEENS,4501,34 AVENUE,11101,7187210411,American ,11.0,A
41505636,TIENDA VIEJA RESTAURANT,QUEENS,65626564,FRESH MEADOW LANE,11365,7183213644,Spanish,9.0,A
41505645,GOOD CHINESE RESTAURANT,BROOKLYN,663,KNICKERBOCKER AVENUE,11221,7183667829,Chinese,9.0,A
41505687,CHINA KING RESTAURANT,BRONX,1254,CASTLE HILL AVENUE,10462,7188280588,Chinese,12.0,A
41505824,NEW DRAGON,QUEENS,12402     ,ROCKAWAY BOULEVARD                                ,11420,7187382888,Chinese,7.0,A
41505828,SUMA SUSHI,MANHATTAN,964       ,AMSTERDAM AVENUE                                  ,10025,2122805858,Japanese,9.0,A
41505982,TROPICAL JADE GARDEN RESTAURANT,QUEENS,10801     ,LIBERTY AVENUE                                    ,11419,7186414168,Chinese,12.0,A
41506131,IL PUNTO RISTORANTE,MANHATTAN,507509    ,9 AVENUE                                                                                            ,10018,2122440088,Italian,11.0,A
41506401,MELBA'S 125,MANHATTAN,163,WEST  125 STREET,10027,2128647717,Soul Food,12.0,A
41506479,GREGORYS COFFEE,MANHATTAN,551,7 AVENUE,10018,2127646730,Café/Coffee/Tea,5.0,A
41506875,INC LOUNGE,MANHATTAN,224,WEST   49 STREET,10019,2123202984,American ,12.0,A
41506985,EAST LAKE SEAFOOD RESTAURANT,QUEENS,3717,PRINCE STREET,11354,7183580888,Chinese,11.0,A
41507070,KING DAVID,QUEENS,10110,QUEENS BOULEVARD,11375,7188967686,Jewish/Kosher,13.0,A
41507172,BARI'S PIZZA & PASTA RESTAURANT,STATEN ISLAND,596       ,BAY STREET                                        ,10304,7188760002,Pizza,10.0,A
41507194,"BISOUS, CIAO.",MANHATTAN,101,STANTON STREET,10002,2122603463,Bakery,5.0,A
41507305,ROUGE ET BLANC,MANHATTAN,48,MACDOUGAL STREET,10012,2122605757,French,10.0,A
41507398,GRIFF'S PLACE,STATEN ISLAND,702,NEW DORP LANE,10306,7187444148,American ,12.0,A
41507617,MR. TANG,BROOKLYN,7521      ,3 AVENUE                                          ,11209,7187483131,Chinese,10.0,A
41507697,BIER INTERNATIONAL,MANHATTAN,2099,8 AVENUE,10026,2122800944,American ,2.0,A
41507757,PALERMO PIZZERIA RESTAURANT,QUEENS,24849,JERICHO TURNPIKE,11426,7183431800,Italian,11.0,A
41507901,THE LIVING ROOM,MANHATTAN,123,WASHINGTON STREET,10006,6468268640,American ,10.0,A
41508020,FUEL ENERGY GRILL,MANHATTAN,112,WEST   38 STREET,10018,2128403835,American ,12.0,A
41508168,WING WAH RESTAURANT,QUEENS,9812,METROPOLITAN AVENUE,11375,7182615154,Chinese,12.0,A
41508258,BELLA MAMA ROSE,STATEN ISLAND,264       ,MORNINGSTAR ROAD                                  ,10303,7189810545,Italian,11.0,A
41508862,FARINELLA,MANHATTAN,1132,LEXINGTON AVENUE,10075,2123272702,Pizza,5.0,A
41508916,HAAB,BROOKLYN,202,LEONARD STREET,11206,7183884261,Mexican,12.0,A
41508999,WANG CHINA CITY,BROOKLYN,756,LINDEN BOULEVARD,11203,7185662222,Chinese,9.0,A
41509061,THE JUNCTION,MANHATTAN,329,LEXINGTON AVENUE,10016,2126827700,American ,10.0,A
41509130,3 SHEETS SALOON,MANHATTAN,134,WEST    3 STREET,10012,2127771733,American ,13.0,A
41509250,MASON JAR,MANHATTAN,45        ,EAST   30 STREET                                  ,10016,2122133587,American ,0.0,A
41509559,NEW FU FAN RESTAURANT,QUEENS,8505,WHITNEY AVENUE,11373,7184247300,Chinese,11.0,A
41509575,SUGAR BEETS,BROOKLYN,227       ,ROEBLING STREET                                                                                     ,11211,6464645850,Thai,9.0,A
41509586,BONGO,MANHATTAN,395,WEST STREET,10014,2126756555,American ,13.0,A
41509593,MONA LISA PIZZERIA & RISTORANTE,STATEN ISLAND,839 ,ANNADALE ROAD,10312,7189671000,Pizza/Italian,11.0,A
41509784,PEKING KITCHEN II,MANHATTAN,2162      ,8 AVENUE                                          ,10026,2122227888,Chinese,10.0,A
